source,target,key,type,description,evidence,confidence,citations,chunk_id,page,file_name
Method:parametric_modeling,Material:csm-lht-1_particles,APPLIES_TO:2cf2fb56c2ecc96b,APPLIES_TO,Parametric modeling was performed for CSM-LHT-1 particles.,multivariate analysis and parametric modeling performed for CSM-LHT-1 particles,0.9,regolith.pdf p.13 page_text chunk_384212dd00619739,chunk_384212dd00619739,13,regolith.pdf
Method:parametric_modeling,Application:morphology_texture_comparison,SUPPORTS:8bb629d2df480d8c,SUPPORTS,Parametric modeling is described as a framework to quantify and compare morphology and texture of samples.,parametric modeling can be em- ployed as an efficient and systematic framework to quantify and compare the morphology and texture of different samples,0.85,regolith.pdf p.13 page_text chunk_384212dd00619739,chunk_384212dd00619739,13,regolith.pdf
Method:parametric_modeling,Concept:descriptor_vectors,DERIVED_FROM:6888370de161e65c,DERIVED_FROM,The modeling yields interpretable parameters that characterize descriptor vectors.,relatively few interpretable parameters that characterize the multivariate probability distribution of de- scriptor vectors,0.8,regolith.pdf p.13 page_text chunk_384212dd00619739,chunk_384212dd00619739,13,regolith.pdf
Dataset:descriptor_datasets_a,Paper:mitra,REPORTED_IN:0e1134239cace212,REPORTED_IN,reported in this paper,mitra.pdf p.9 page_text chunk_292a513b17ac9374,1.0,mitra.pdf p.9 page_text chunk_292a513b17ac9374,,,
Variable:process_parameters_z,Paper:mitra,REPORTED_IN:5aadcb40a1d3e2a4,REPORTED_IN,reported in this paper,mitra.pdf p.9 page_text chunk_292a513b17ac9374,1.0,mitra.pdf p.9 page_text chunk_292a513b17ac9374,,,
Concept:parametric_density_family_f,Paper:mitra,REPORTED_IN:e97d9efbd31bd729,REPORTED_IN,reported in this paper,mitra.pdf p.9 page_text chunk_292a513b17ac9374,1.0,mitra.pdf p.9 page_text chunk_292a513b17ac9374,,,
Method:kde,Paper:mitra,REPORTED_IN:2e3a4c7ce38991e4,REPORTED_IN,reported in this paper,mitra.pdf p.9 equation_candidate chunk_073a8613a554e6ae,1.0,mitra.pdf p.9 equation_candidate chunk_073a8613a554e6ae,,,
Method:regression,Paper:mitra,REPORTED_IN:df57adbfb5463afe,REPORTED_IN,reported in this paper,mitra.pdf p.9 page_text chunk_292a513b17ac9374,1.0,mitra.pdf p.9 page_text chunk_292a513b17ac9374,,,
Method:regression,Variable:process_parameters_z,USES:765a877ca316b8c3,USES,Regression is used with process parameters z to determine a functional relationship to model parameters.,"determiningafunctionalrelationshipbetweentheprocessparameters,z",0.85,mitra.pdf p.9 page_text chunk_292a513b17ac9374,chunk_292a513b17ac9374,9,mitra.pdf
Method:regression,Variable:model_parameters_theta,MEASURES:670dceabf73b477d,MEASURES,Regression is used to obtain model parameters θ as outputs linked to process parameters.,"andthemodelparameters,θ",0.75,mitra.pdf p.9 page_text chunk_292a513b17ac9374,chunk_292a513b17ac9374,9,mitra.pdf
Method:regression,Finding:prediction_not_yet_conducted,SUPPORTS:dfe90b0ddb28e3bb,SUPPORTS,Regression enables prediction of descriptor distributions for experiments not yet conducted.,descriptordistributionscanbepredictedfornot-yet-conductedexperiments,0.9,mitra.pdf p.9 page_text chunk_292a513b17ac9374,chunk_292a513b17ac9374,9,mitra.pdf
Application:inline_process_monitoring,Paper:mitra,REPORTED_IN:898b1a3d31c42440,REPORTED_IN,reported in this paper,mitra.pdf p.9 page_text chunk_292a513b17ac9374,1.0,mitra.pdf p.9 page_text chunk_292a513b17ac9374,,,
Finding:advantages_parametric,Paper:mitra,REPORTED_IN:981b8944dd71a8bb,REPORTED_IN,reported in this paper,mitra.pdf p.9 page_text chunk_292a513b17ac9374,1.0,mitra.pdf p.9 page_text chunk_292a513b17ac9374,,,
Finding:advantages_parametric,Application:inline_process_monitoring,APPLIES_TO:2478e035dcc92504,APPLIES_TO,Benefits of parametric modeling are stated as especially important for inline process monitoring.,especiallyimportantinapplica-tionslikeinlineprocessmonitoring,0.8,mitra.pdf p.9 page_text chunk_292a513b17ac9374,chunk_292a513b17ac9374,9,mitra.pdf
Finding:prediction_not_yet_conducted,Paper:mitra,REPORTED_IN:f8c40486906a389c,REPORTED_IN,reported in this paper,mitra.pdf p.9 page_text chunk_292a513b17ac9374,1.0,mitra.pdf p.9 page_text chunk_292a513b17ac9374,,,
Document:mitra_p9,Paper:mitra,REPORTED_IN:2cc60b86f8574cc8,REPORTED_IN,reported in this paper,mitra.pdf p.9 equation_candidate chunk_073a8613a554e6ae,1.0,mitra.pdf p.9 equation_candidate chunk_073a8613a554e6ae,,,
Document:mitra_p9,Concept:granule_descriptor_distributions,MENTIONS:08ca4df6360d3c30,MENTIONS,The document page mentions granule descriptor distributions measured for different experimental cases.,granule descriptor distributions measured for different experimental cases,0.78,mitra.pdf p.9 equation_candidate chunk_073a8613a554e6ae,chunk_073a8613a554e6ae,9,mitra.pdf
Document:mitra_p9,Concept:feret_diameters,MENTIONS:23e5f5fe60b9322c,MENTIONS,The document page includes a caption about minimum and maximum Feret diameters.,Schematic representation of the minimum and maximum Feret diameters,0.82,mitra.pdf p.9 equation_candidate chunk_073a8613a554e6ae,chunk_073a8613a554e6ae,9,mitra.pdf
Concept:granule_descriptor_distributions,Paper:mitra,REPORTED_IN:1b045e88be1db02f,REPORTED_IN,reported in this paper,mitra.pdf p.9 equation_candidate chunk_073a8613a554e6ae,1.0,mitra.pdf p.9 equation_candidate chunk_073a8613a554e6ae,,,
Concept:granule_descriptor_distributions,Concept:experimental_cases,APPLIES_TO:5716655b01b00813,APPLIES_TO,Descriptor distributions are measured for different experimental cases.,measured for different experimental cases,0.74,mitra.pdf p.9 equation_candidate chunk_073a8613a554e6ae,chunk_073a8613a554e6ae,9,mitra.pdf
Concept:experimental_cases,Paper:mitra,REPORTED_IN:5f05b213f9344451,REPORTED_IN,reported in this paper,mitra.pdf p.9 equation_candidate chunk_073a8613a554e6ae,1.0,mitra.pdf p.9 equation_candidate chunk_073a8613a554e6ae,,,
Dataset:measured_data_sets,Paper:mitra,REPORTED_IN:8a5a112b7f4d606b,REPORTED_IN,reported in this paper,mitra.pdf p.9 equation_candidate chunk_073a8613a554e6ae,1.0,mitra.pdf p.9 equation_candidate chunk_073a8613a554e6ae,,,
Equation:parametric_family_f_theta,Paper:mitra,REPORTED_IN:0fe52158a958b6e5,REPORTED_IN,reported in this paper,mitra.pdf p.9 equation_candidate chunk_073a8613a554e6ae,1.0,mitra.pdf p.9 equation_candidate chunk_073a8613a554e6ae,,,
Equation:parametric_family_f_theta,Dataset:measured_data_sets,APPLIES_TO:0dca8e463c69132e,APPLIES_TO,The parametric family is fit to measured data sets.,to these measured of prob- data,0.42,mitra.pdf p.9 equation_candidate chunk_073a8613a554e6ae,chunk_073a8613a554e6ae,9,mitra.pdf
Variable:model_parameters,Paper:mitra,REPORTED_IN:db01669991324bfb,REPORTED_IN,reported in this paper,mitra.pdf p.9 equation_candidate chunk_073a8613a554e6ae,1.0,mitra.pdf p.9 equation_candidate chunk_073a8613a554e6ae,,,
Variable:model_parameters,Variable:parameter_space_theta,HAS_PROPERTY:2c5129593ba691d2,HAS_PROPERTY,The parameters are elements of Θ.," 1 , . . . ,  n  
",0.68,mitra.pdf p.9 equation_candidate chunk_073a8613a554e6ae,chunk_073a8613a554e6ae,9,mitra.pdf
Variable:parameter_space_theta,Paper:mitra,REPORTED_IN:4ff359cec68e0a5b,REPORTED_IN,reported in this paper,mitra.pdf p.9 equation_candidate chunk_073a8613a554e6ae,1.0,mitra.pdf p.9 equation_candidate chunk_073a8613a554e6ae,,,
Variable:parameter_space_theta,Variable:dimension_m,HAS_PROPERTY:d5592a45becdcb1e,HAS_PROPERTY,"The parameter space Θ is a subset of R^m, linking it to dimension m.","
  R m",0.62,mitra.pdf p.9 equation_candidate chunk_073a8613a554e6ae,chunk_073a8613a554e6ae,9,mitra.pdf
Variable:dimension_m,Paper:mitra,REPORTED_IN:dcc92f55e1c76766,REPORTED_IN,reported in this paper,mitra.pdf p.9 equation_candidate chunk_073a8613a554e6ae,1.0,mitra.pdf p.9 equation_candidate chunk_073a8613a554e6ae,,,
Equation:eq_theta_in_theta,Paper:mitra,REPORTED_IN:36962ca70bc8e44f,REPORTED_IN,reported in this paper,mitra.pdf p.9 equation_candidate chunk_073a8613a554e6ae,1.0,mitra.pdf p.9 equation_candidate chunk_073a8613a554e6ae,,,
Equation:eq_theta_in_theta,Variable:model_parameters,MENTIONS:54373a225cf9d6bf,MENTIONS,"The equation mentions parameters θ1,...,θn."," 1 , . . . ,  n",0.86,mitra.pdf p.9 equation_candidate chunk_073a8613a554e6ae,chunk_073a8613a554e6ae,9,mitra.pdf
Equation:eq_theta_in_theta,Variable:parameter_space_theta,MENTIONS:17b9773645f0c80f,MENTIONS,The equation mentions the parameter space Θ.,"
",0.6,mitra.pdf p.9 equation_candidate chunk_073a8613a554e6ae,chunk_073a8613a554e6ae,9,mitra.pdf
Equation:eq_theta_in_theta,Variable:dimension_m,MENTIONS:cb6e0a4c09854f14,MENTIONS,The equation states the existence of an integer m ≥ 1.,"for some integer, m  1",0.87,mitra.pdf p.9 equation_candidate chunk_073a8613a554e6ae,chunk_073a8613a554e6ae,9,mitra.pdf
Concept:low_dim_representation,Paper:mitra,REPORTED_IN:2dba906fac6d322b,REPORTED_IN,reported in this paper,mitra.pdf p.9 equation_candidate chunk_073a8613a554e6ae,1.0,mitra.pdf p.9 equation_candidate chunk_073a8613a554e6ae,,,
Concept:low_dim_representation,Variable:model_parameters,DERIVED_FROM:38bd1fc443c2cd9b,DERIVED_FROM,The low-dimensional representation is in terms of model parameters.,in terms of the model parameters,0.84,mitra.pdf p.9 equation_candidate chunk_073a8613a554e6ae,chunk_073a8613a554e6ae,9,mitra.pdf
Method:nonparametric_techniques,Paper:mitra,REPORTED_IN:c683de38dd0366c3,REPORTED_IN,reported in this paper,mitra.pdf p.9 equation_candidate chunk_073a8613a554e6ae,1.0,mitra.pdf p.9 equation_candidate chunk_073a8613a554e6ae,,,
Descriptor:interpretability,Paper:mitra,REPORTED_IN:755f90d724dd0735,REPORTED_IN,reported in this paper,mitra.pdf p.9 equation_candidate chunk_073a8613a554e6ae,1.0,mitra.pdf p.9 equation_candidate chunk_073a8613a554e6ae,,,
Descriptor:dimensionality_reduction,Paper:mitra,REPORTED_IN:c06d95d34687aa5c,REPORTED_IN,reported in this paper,mitra.pdf p.9 equation_candidate chunk_073a8613a554e6ae,1.0,mitra.pdf p.9 equation_candidate chunk_073a8613a554e6ae,,,
Descriptor:computational_efficiency,Paper:mitra,REPORTED_IN:d5189aa1534e54b9,REPORTED_IN,reported in this paper,mitra.pdf p.9 equation_candidate chunk_073a8613a554e6ae,1.0,mitra.pdf p.9 equation_candidate chunk_073a8613a554e6ae,,,
Concept:feret_diameters,Paper:mitra,REPORTED_IN:88dc533b504c93bc,REPORTED_IN,reported in this paper,mitra.pdf p.9 equation_candidate chunk_073a8613a554e6ae,1.0,mitra.pdf p.9 equation_candidate chunk_073a8613a554e6ae,,,
Finding:finding_low_parametric_achieved,Paper:mitra,REPORTED_IN:6639f25550d32a98,REPORTED_IN,reported in this paper,mitra.pdf p.9 equation_candidate chunk_073a8613a554e6ae,1.0,mitra.pdf p.9 equation_candidate chunk_073a8613a554e6ae,,,
Finding:finding_low_parametric_achieved,Concept:low_dim_representation,SUPPORTS:4535e448389aff3c,SUPPORTS,The finding asserts that a low-dimensional representation was achieved.,a low-dimensional representation of the data sets,0.76,mitra.pdf p.9 equation_candidate chunk_073a8613a554e6ae,chunk_073a8613a554e6ae,9,mitra.pdf
Finding:finding_low_parametric_achieved,Variable:model_parameters,EVIDENCED_BY:094216e2aa01d0eb,EVIDENCED_BY,"The achievement is described via the parameters θ1,...,θn lying in Θ ⊂ R^m."," 1 , . . . ,  n  
  R m",0.45,mitra.pdf p.9 equation_candidate chunk_073a8613a554e6ae,chunk_073a8613a554e6ae,9,mitra.pdf
Finding:finding_parametric_advantages,Paper:mitra,REPORTED_IN:7fa564e1d3d3e935,REPORTED_IN,reported in this paper,mitra.pdf p.9 equation_candidate chunk_073a8613a554e6ae,1.0,mitra.pdf p.9 equation_candidate chunk_073a8613a554e6ae,,,
Finding:finding_parametric_advantages,Method:parametric_modeling,REPORTED_IN:c4dc44a442b8444c,REPORTED_IN,The document reports claimed advantages of parametric modeling.,"However, para- metric modeling provides",0.72,mitra.pdf p.9 equation_candidate chunk_073a8613a554e6ae,chunk_073a8613a554e6ae,9,mitra.pdf
Document:mitra_p10_chunk295840f7d0018374,Paper:mitra,REPORTED_IN:6bc0ffb9cdb88a5c,REPORTED_IN,reported in this paper,mitra.pdf p.10 equation_candidate chunk_295840f7d0018374,1.0,mitra.pdf p.10 equation_candidate chunk_295840f7d0018374,,,
Equation:eq6_argmin_mse,Paper:mitra,REPORTED_IN:6101d2f0bb68cb3f,REPORTED_IN,reported in this paper,mitra.pdf p.10 equation_candidate chunk_295840f7d0018374,1.0,mitra.pdf p.10 equation_candidate chunk_295840f7d0018374,,,
Equation:eq6_argmin_mse,Document:mitra_p10_chunk295840f7d0018374,REPORTED_IN:6fe9a4d5339a40b9,REPORTED_IN,Equation (6) is reported in the provided mitra.pdf page 10 chunk.,PDF: mitra.pdf | page: 10,0.95,mitra.pdf p.10 equation_candidate chunk_295840f7d0018374,chunk_295840f7d0018374,10,mitra.pdf
Equation:eq6_argmin_mse,Variable:param_a_star,MENTIONS:fb2e0e2f61dbcbcd,MENTIONS,Equation (6) explicitly defines a* as part of the argmin solution.,"( a ∗ , b ∗ ) = argmin",0.9,mitra.pdf p.10 equation_candidate chunk_295840f7d0018374,chunk_295840f7d0018374,10,mitra.pdf
Equation:eq6_argmin_mse,Variable:param_b_star,MENTIONS:4cd7d389e2d51f6c,MENTIONS,Equation (6) explicitly defines b* as part of the argmin solution.,"( a ∗ , b ∗ ) = argmin",0.9,mitra.pdf p.10 equation_candidate chunk_295840f7d0018374,chunk_295840f7d0018374,10,mitra.pdf
Equation:eq6_argmin_mse,Variable:z_i,MENTIONS:61da6aceaeb1e3ab,MENTIONS,Equation (6) includes the input samples z_i inside g(z_i).,( g ( z i ) − θ i ∗ ) 2,0.9,mitra.pdf p.10 equation_candidate chunk_295840f7d0018374,chunk_295840f7d0018374,10,mitra.pdf
Equation:eq6_argmin_mse,Variable:theta_i_star,MENTIONS:d14fb1a03607c480,MENTIONS,Equation (6) includes the target values theta_i* in the squared error term.,( g ( z i ) − θ i ∗ ) 2,0.9,mitra.pdf p.10 equation_candidate chunk_295840f7d0018374,chunk_295840f7d0018374,10,mitra.pdf
Equation:eq6_argmin_mse,Concept:g_of_z,MENTIONS:320b4f6a4f4b15dc,MENTIONS,Equation (6) uses a function g evaluated at z_i.,g ( z i ),0.85,mitra.pdf p.10 equation_candidate chunk_295840f7d0018374,chunk_295840f7d0018374,10,mitra.pdf
Equation:eq6_argmin_mse,Variable:n_samples,MENTIONS:686914c043866e93,MENTIONS,Equation (6) averages squared errors using the factor 1/n and summation to n.,n 1 i ∑ = n 1,0.7,mitra.pdf p.10 equation_candidate chunk_295840f7d0018374,chunk_295840f7d0018374,10,mitra.pdf
Variable:param_a,Paper:mitra,REPORTED_IN:708b47757407edcf,REPORTED_IN,reported in this paper,mitra.pdf p.10 equation_candidate chunk_295840f7d0018374,1.0,mitra.pdf p.10 equation_candidate chunk_295840f7d0018374,,,
Variable:param_b,Paper:mitra,REPORTED_IN:8cef2adf47cb18b3,REPORTED_IN,reported in this paper,mitra.pdf p.10 equation_candidate chunk_295840f7d0018374,1.0,mitra.pdf p.10 equation_candidate chunk_295840f7d0018374,,,
Variable:param_a_star,Paper:mitra,REPORTED_IN:a1e7f01a20a9b411,REPORTED_IN,reported in this paper,mitra.pdf p.10 equation_candidate chunk_295840f7d0018374,1.0,mitra.pdf p.10 equation_candidate chunk_295840f7d0018374,,,
Variable:param_a_star,Variable:param_a,DERIVED_FROM:4769ebb286acde0c,DERIVED_FROM,The optimal a* is obtained by optimizing over a in the argmin problem.,"argmin a , b ∈ R m",0.85,mitra.pdf p.10 equation_candidate chunk_295840f7d0018374,chunk_295840f7d0018374,10,mitra.pdf
Variable:param_b_star,Paper:mitra,REPORTED_IN:9ff0876c568b40b1,REPORTED_IN,reported in this paper,mitra.pdf p.10 equation_candidate chunk_295840f7d0018374,1.0,mitra.pdf p.10 equation_candidate chunk_295840f7d0018374,,,
Variable:param_b_star,Variable:param_b,DERIVED_FROM:a9969f8be8f272fa,DERIVED_FROM,The optimal b* is obtained by optimizing over b in the argmin problem.,"argmin a , b ∈ R m",0.85,mitra.pdf p.10 equation_candidate chunk_295840f7d0018374,chunk_295840f7d0018374,10,mitra.pdf
Variable:z_i,Paper:mitra,REPORTED_IN:3e0e51fbde7dbb47,REPORTED_IN,reported in this paper,mitra.pdf p.10 equation_candidate chunk_295840f7d0018374,1.0,mitra.pdf p.10 equation_candidate chunk_295840f7d0018374,,,
Variable:theta_i_star,Paper:mitra,REPORTED_IN:b45b2c5b1b2f58c8,REPORTED_IN,reported in this paper,mitra.pdf p.10 equation_candidate chunk_295840f7d0018374,1.0,mitra.pdf p.10 equation_candidate chunk_295840f7d0018374,,,
Concept:g_of_z,Paper:mitra,REPORTED_IN:ce09503d903defe4,REPORTED_IN,reported in this paper,mitra.pdf p.10 equation_candidate chunk_295840f7d0018374,1.0,mitra.pdf p.10 equation_candidate chunk_295840f7d0018374,,,
Variable:n_samples,Paper:mitra,REPORTED_IN:652114ad87161e2a,REPORTED_IN,reported in this paper,mitra.pdf p.10 equation_candidate chunk_295840f7d0018374,1.0,mitra.pdf p.10 equation_candidate chunk_295840f7d0018374,,,
Limitation:unverified_equation_flag,Paper:mitra,REPORTED_IN:a88789d471928b43,REPORTED_IN,reported in this paper,mitra.pdf p.10 equation_candidate chunk_295840f7d0018374,1.0,mitra.pdf p.10 equation_candidate chunk_295840f7d0018374,,,
Limitation:unverified_equation_flag,Equation:eq6_argmin_mse,LIMITED_BY:e9abb054fef52438,LIMITED_BY,The extracted equation is flagged as unverified and should be reviewed before being treated as a paper fact.,UNVERIFIED EQUATION CANDIDATE - REVIEW BEFORE USING AS A PAPER FACT,0.95,mitra.pdf p.10 equation_candidate chunk_295840f7d0018374,chunk_295840f7d0018374,10,mitra.pdf
Document:mitra.pdf_p16_chunk_1c86e251de2cb8bc,Paper:mitra,REPORTED_IN:69d41fd72a2c4bd0,REPORTED_IN,reported in this paper,mitra.pdf p.16 equation_candidate chunk_1c86e251de2cb8bc,1.0,mitra.pdf p.16 equation_candidate chunk_1c86e251de2cb8bc,,,
Document:mitra.pdf_p16_chunk_1c86e251de2cb8bc,Dataset:experiments_f1b2_to_f1b4,MENTIONS:186ccfae2405fcd5,MENTIONS,The chunk lists several experiments by identifier.,"For the experiments F1B2, F2B2, F3B2, F1B1, F1B3, and F1B4",0.9,mitra.pdf p.16 equation_candidate chunk_1c86e251de2cb8bc,chunk_1c86e251de2cb8bc,16,mitra.pdf
Method:epcc,Paper:mitra,REPORTED_IN:96d96519cabc4e96,REPORTED_IN,reported in this paper,mitra.pdf p.16 equation_candidate chunk_1c86e251de2cb8bc,1.0,mitra.pdf p.16 equation_candidate chunk_1c86e251de2cb8bc,,,
Method:epcc,Concept:linear_correlation,MEASURES:70983796c2e02f67,MEASURES,EPCC is used to quantify linear correlation.,"To quantify this, the empirical Pearson correlation coefficients (EPCC) were considered",0.85,mitra.pdf p.16 equation_candidate chunk_1c86e251de2cb8bc,chunk_1c86e251de2cb8bc,16,mitra.pdf
Method:epcc,Descriptor:dfmax_descriptor,APPLIES_TO:1d26f78bbf79d32f,APPLIES_TO,EPCC is applied in examining correlation involving the granule descriptor d_F_max.,the linear correlation between the granule descriptors d F max and Ψ A was examined,0.8,mitra.pdf p.16 equation_candidate chunk_1c86e251de2cb8bc,chunk_1c86e251de2cb8bc,16,mitra.pdf
Method:epcc,Descriptor:psia_descriptor,APPLIES_TO:760ab7c9dd0faaf8,APPLIES_TO,EPCC is applied in examining correlation involving the granule descriptor Ψ_A.,the linear correlation between the granule descriptors d F max and Ψ A was examined,0.8,mitra.pdf p.16 equation_candidate chunk_1c86e251de2cb8bc,chunk_1c86e251de2cb8bc,16,mitra.pdf
Equation:eq9_epcc_definition,Paper:mitra,REPORTED_IN:d340cc84ba06564d,REPORTED_IN,reported in this paper,mitra.pdf p.16 equation_candidate chunk_1c86e251de2cb8bc,1.0,mitra.pdf p.16 equation_candidate chunk_1c86e251de2cb8bc,,,
Equation:eq9_epcc_definition,Method:epcc,EVIDENCED_BY:0702a6beb06eb161,EVIDENCED_BY,Equation (9) provides the mathematical form used for EPCC.,"EPCC ( x , y ) = ... , (9)",0.7,mitra.pdf p.16 equation_candidate chunk_1c86e251de2cb8bc,chunk_1c86e251de2cb8bc,16,mitra.pdf
Equation:eq9_epcc_definition,Document:mitra.pdf_p16_chunk_1c86e251de2cb8bc,REPORTED_IN:f392b5fff240aa86,REPORTED_IN,Equation (9) for EPCC is reported in this document chunk.,PDF: mitra.pdf | page: 16,0.9,mitra.pdf p.16 equation_candidate chunk_1c86e251de2cb8bc,chunk_1c86e251de2cb8bc,16,mitra.pdf
Equation:eq9_epcc_definition,Limitation:unverified_equation_candidate_notice,LIMITED_BY:c794f115ff957cce,LIMITED_BY,The extracted equation is explicitly marked as unverified and requiring review.,UNVERIFIED EQUATION CANDIDATE - REVIEW BEFORE USING AS A PAPER FACT,0.95,mitra.pdf p.16 equation_candidate chunk_1c86e251de2cb8bc,chunk_1c86e251de2cb8bc,16,mitra.pdf
Concept:linear_correlation,Paper:mitra,REPORTED_IN:d3f044d4428a18bd,REPORTED_IN,reported in this paper,mitra.pdf p.16 equation_candidate chunk_1c86e251de2cb8bc,1.0,mitra.pdf p.16 equation_candidate chunk_1c86e251de2cb8bc,,,
Descriptor:dfmax_descriptor,Paper:mitra,REPORTED_IN:e3659f5439f34147,REPORTED_IN,reported in this paper,mitra.pdf p.16 equation_candidate chunk_1c86e251de2cb8bc,1.0,mitra.pdf p.16 equation_candidate chunk_1c86e251de2cb8bc,,,
Descriptor:psia_descriptor,Paper:mitra,REPORTED_IN:313629a839c3c640,REPORTED_IN,reported in this paper,mitra.pdf p.16 equation_candidate chunk_1c86e251de2cb8bc,1.0,mitra.pdf p.16 equation_candidate chunk_1c86e251de2cb8bc,,,
Variable:xi,Paper:mitra,REPORTED_IN:5126d79984e9059a,REPORTED_IN,reported in this paper,mitra.pdf p.16 equation_candidate chunk_1c86e251de2cb8bc,1.0,mitra.pdf p.16 equation_candidate chunk_1c86e251de2cb8bc,,,
Variable:xi,Descriptor:dfmax_descriptor,MEASURES:58952ec9db574b32,MEASURES,x_i values correspond to the maximum Feret diameter descriptor.,x i and y i represent the maximum Feret diameter and aspect ratio,0.85,mitra.pdf p.16 equation_candidate chunk_1c86e251de2cb8bc,chunk_1c86e251de2cb8bc,16,mitra.pdf
Variable:xi,Dataset:sopat_images,DERIVED_FROM:4f065f1184895c6d,DERIVED_FROM,x_i (maximum Feret diameter) is taken from SOPAT images.,from the SOPAT images,0.75,mitra.pdf p.16 equation_candidate chunk_1c86e251de2cb8bc,chunk_1c86e251de2cb8bc,16,mitra.pdf
Variable:yi,Paper:mitra,REPORTED_IN:d15b0658165e713d,REPORTED_IN,reported in this paper,mitra.pdf p.16 equation_candidate chunk_1c86e251de2cb8bc,1.0,mitra.pdf p.16 equation_candidate chunk_1c86e251de2cb8bc,,,
Variable:yi,Descriptor:psia_descriptor,MEASURES:ce3dea7da1528652,MEASURES,y_i values correspond to the aspect ratio descriptor.,x i and y i represent the maximum Feret diameter and aspect ratio,0.85,mitra.pdf p.16 equation_candidate chunk_1c86e251de2cb8bc,chunk_1c86e251de2cb8bc,16,mitra.pdf
Variable:yi,Dataset:sopat_images,DERIVED_FROM:4271b586c0f5384b,DERIVED_FROM,y_i (aspect ratio) is taken from SOPAT images.,from the SOPAT images,0.75,mitra.pdf p.16 equation_candidate chunk_1c86e251de2cb8bc,chunk_1c86e251de2cb8bc,16,mitra.pdf
Dataset:sopat_images,Paper:mitra,REPORTED_IN:df96a856dbc1cd96,REPORTED_IN,reported in this paper,mitra.pdf p.16 equation_candidate chunk_1c86e251de2cb8bc,1.0,mitra.pdf p.16 equation_candidate chunk_1c86e251de2cb8bc,,,
Dataset:experiments_f1b2_to_f1b4,Paper:mitra,REPORTED_IN:570e91bfa5225d06,REPORTED_IN,reported in this paper,mitra.pdf p.16 equation_candidate chunk_1c86e251de2cb8bc,1.0,mitra.pdf p.16 equation_candidate chunk_1c86e251de2cb8bc,,,
Limitation:unverified_equation_candidate_notice,Paper:mitra,REPORTED_IN:fed1eadeceb11b53,REPORTED_IN,reported in this paper,mitra.pdf p.16 equation_candidate chunk_1c86e251de2cb8bc,1.0,mitra.pdf p.16 equation_candidate chunk_1c86e251de2cb8bc,,,
Document:mitra_p8_chunk_9082cc6cb7d7ca45,Paper:mitra,REPORTED_IN:60fa89422f88dff8,REPORTED_IN,reported in this paper,mitra.pdf p.8 page_text chunk_9082cc6cb7d7ca45,1.0,mitra.pdf p.8 page_text chunk_9082cc6cb7d7ca45,,,
Document:mitra_p8_chunk_9082cc6cb7d7ca45,Dataset:imaging_parameters_table2,MENTIONS:3b6e0af29c08eda9,MENTIONS,The chunk contains Table 2 imaging specifications.,Table 2. Imaging specifications.,0.95,mitra.pdf p.8 page_text chunk_9082cc6cb7d7ca45,chunk_9082cc6cb7d7ca45,8,mitra.pdf
Instrument:sopat_inline_granule_imaging_probe,Paper:mitra,REPORTED_IN:4cda0195ea6e9b6d,REPORTED_IN,reported in this paper,mitra.pdf p.8 page_text chunk_9082cc6cb7d7ca45,1.0,mitra.pdf p.8 page_text chunk_9082cc6cb7d7ca45,,,
Material:rhodium_reflector,Paper:mitra,REPORTED_IN:41c6454adb416fe9,REPORTED_IN,reported in this paper,mitra.pdf p.8 page_text chunk_9082cc6cb7d7ca45,1.0,mitra.pdf p.8 page_text chunk_9082cc6cb7d7ca45,,,
Material:rhodium_reflector,Instrument:integrated_strobe_light,USES:b9cb317b624d894b,USES,The reflector is used together with the integrated strobe light.,used in conjunction with the integrated strobe light,0.85,mitra.pdf p.8 page_text chunk_9082cc6cb7d7ca45,chunk_9082cc6cb7d7ca45,8,mitra.pdf
Material:rhodium_reflector,Concept:uniform_controlled_illumination,SUPPORTS:95a2ef8f941ae2a8,SUPPORTS,Reflector and strobe light provide uniform and controlled illumination.,provide uniform and controlled illumination,0.8,mitra.pdf p.8 page_text chunk_9082cc6cb7d7ca45,chunk_9082cc6cb7d7ca45,8,mitra.pdf
Instrument:integrated_strobe_light,Paper:mitra,REPORTED_IN:e7b2ef67865b2886,REPORTED_IN,reported in this paper,mitra.pdf p.8 page_text chunk_9082cc6cb7d7ca45,1.0,mitra.pdf p.8 page_text chunk_9082cc6cb7d7ca45,,,
Concept:uniform_controlled_illumination,Paper:mitra,REPORTED_IN:ebacfe83534c3b3d,REPORTED_IN,reported in this paper,mitra.pdf p.8 page_text chunk_9082cc6cb7d7ca45,1.0,mitra.pdf p.8 page_text chunk_9082cc6cb7d7ca45,,,
Variable:reflector_lens_distance,Paper:mitra,REPORTED_IN:e2add93b9e62d924,REPORTED_IN,reported in this paper,mitra.pdf p.8 page_text chunk_9082cc6cb7d7ca45,1.0,mitra.pdf p.8 page_text chunk_9082cc6cb7d7ca45,,,
Variable:reflector_lens_distance,Concept:image_quality,AFFECTS:ce356a81aa6a3fa6,AFFECTS,Reflector placement relative to the lens influences image quality.,Optimal image quality was obtained with the reflector placed in close proximity to the lens,0.78,mitra.pdf p.8 page_text chunk_9082cc6cb7d7ca45,chunk_9082cc6cb7d7ca45,8,mitra.pdf
