source,target,key,type,description,evidence,confidence,citations,chunk_id,page,file_name
Method:mle,Chunk:chunk_895bf8c81d74ac37,EVIDENCED_BY:767b8c7488beeeca,EVIDENCED_BY,supported by chunk,mitra.pdf p.10 page_text chunk_895bf8c81d74ac37,1.0,mitra.pdf p.10 page_text chunk_895bf8c81d74ac37,,,
Method:mle,Paper:mitra,REPORTED_IN:8a211708f0306983,REPORTED_IN,reported in this paper,mitra.pdf p.10 page_text chunk_895bf8c81d74ac37,1.0,mitra.pdf p.10 page_text chunk_895bf8c81d74ac37,,,
Method:mle,Concept:likelihood_l,USES:fb76d03e0398a4fd,USES,Maximum likelihood estimation determines optimal parameter values by maximizing the likelihood function L.,by means of maximum likelihood estimation... the optimal parameter values... can be determined by maximizing the likelihood function,0.9,mitra.pdf p.10 page_text chunk_895bf8c81d74ac37,chunk_895bf8c81d74ac37,10,mitra.pdf
Concept:likelihood_l,Chunk:chunk_895bf8c81d74ac37,EVIDENCED_BY:2a7107edfa2b4ad7,EVIDENCED_BY,supported by chunk,mitra.pdf p.10 page_text chunk_895bf8c81d74ac37,1.0,mitra.pdf p.10 page_text chunk_895bf8c81d74ac37,,,
Concept:likelihood_l,Paper:mitra,REPORTED_IN:6321717a72a884e0,REPORTED_IN,reported in this paper,mitra.pdf p.10 page_text chunk_895bf8c81d74ac37,1.0,mitra.pdf p.10 page_text chunk_895bf8c81d74ac37,,,
Equation:eq3_likelihood,Chunk:chunk_895bf8c81d74ac37,EVIDENCED_BY:d69c1cefcd955306,EVIDENCED_BY,supported by chunk,mitra.pdf p.10 page_text chunk_895bf8c81d74ac37,1.0,mitra.pdf p.10 page_text chunk_895bf8c81d74ac37,,,
Equation:eq3_likelihood,Paper:mitra,REPORTED_IN:90bdd8a3d08aee99,REPORTED_IN,reported in this paper,mitra.pdf p.10 page_text chunk_895bf8c81d74ac37,1.0,mitra.pdf p.10 page_text chunk_895bf8c81d74ac37,,,
Equation:eq3_likelihood,Concept:likelihood_l,REPORTED_IN:7f3fbc4c80e5de21,REPORTED_IN,Equation (3) reports the mathematical form of the likelihood function L.,"the likelihood function L: Θn →R was considered, which is given by ... (3)",0.9,mitra.pdf p.10 page_text chunk_895bf8c81d74ac37,chunk_895bf8c81d74ac37,10,mitra.pdf
Equation:eq4_argmax,Chunk:chunk_895bf8c81d74ac37,EVIDENCED_BY:730361c5f7d4abdd,EVIDENCED_BY,supported by chunk,mitra.pdf p.10 page_text chunk_895bf8c81d74ac37,1.0,mitra.pdf p.10 page_text chunk_895bf8c81d74ac37,,,
Equation:eq4_argmax,Paper:mitra,REPORTED_IN:d04cd8a1e6bfaa69,REPORTED_IN,reported in this paper,mitra.pdf p.10 page_text chunk_895bf8c81d74ac37,1.0,mitra.pdf p.10 page_text chunk_895bf8c81d74ac37,,,
Equation:eq4_argmax,Method:mle,REPORTED_IN:e28d597c12641cdf,REPORTED_IN,Equation (4) reports the argmax criterion used in maximum likelihood estimation.,"(θ∗,...,θ∗) = argmax L(θ,...,θ ). (4)",0.9,mitra.pdf p.10 page_text chunk_895bf8c81d74ac37,chunk_895bf8c81d74ac37,10,mitra.pdf
Finding:parametric_family_selection,Chunk:chunk_895bf8c81d74ac37,EVIDENCED_BY:9afbe78dcaf1a7e9,EVIDENCED_BY,supported by chunk,mitra.pdf p.10 page_text chunk_895bf8c81d74ac37,1.0,mitra.pdf p.10 page_text chunk_895bf8c81d74ac37,,,
Finding:parametric_family_selection,Paper:mitra,REPORTED_IN:86954fda128cd5dd,REPORTED_IN,reported in this paper,mitra.pdf p.10 page_text chunk_895bf8c81d74ac37,1.0,mitra.pdf p.10 page_text chunk_895bf8c81d74ac37,,,
Finding:parametric_family_selection,Concept:likelihood_l,DERIVED_FROM:0950246d5e50cf2c,DERIVED_FROM,Selecting the best-fitting parametric family is based on comparing maximized likelihood values.,the family leading to the best fit can be identified by choosing the family that yields the largest likelihood value,0.88,mitra.pdf p.10 page_text chunk_895bf8c81d74ac37,chunk_895bf8c81d74ac37,10,mitra.pdf
Concept:prob_density_f,Chunk:chunk_895bf8c81d74ac37,EVIDENCED_BY:382a14fa2aa3be43,EVIDENCED_BY,supported by chunk,mitra.pdf p.10 page_text chunk_895bf8c81d74ac37,1.0,mitra.pdf p.10 page_text chunk_895bf8c81d74ac37,,,
Concept:prob_density_f,Paper:mitra,REPORTED_IN:9d371db3d2bdac62,REPORTED_IN,reported in this paper,mitra.pdf p.10 page_text chunk_895bf8c81d74ac37,1.0,mitra.pdf p.10 page_text chunk_895bf8c81d74ac37,,,
Concept:prob_density_f,Descriptor:descriptor_under_consideration,APPLIES_TO:2432a1265bbc4954,APPLIES_TO,The probability density being modeled is for the descriptor under consideration.,predict the probability density of the descriptor under consideration,0.82,mitra.pdf p.10 page_text chunk_895bf8c81d74ac37,chunk_895bf8c81d74ac37,10,mitra.pdf
Descriptor:descriptor_under_consideration,Chunk:chunk_895bf8c81d74ac37,EVIDENCED_BY:8f57792baaeaccdd,EVIDENCED_BY,supported by chunk,mitra.pdf p.10 page_text chunk_895bf8c81d74ac37,1.0,mitra.pdf p.10 page_text chunk_895bf8c81d74ac37,,,
Descriptor:descriptor_under_consideration,Paper:mitra,REPORTED_IN:efb8cfa8630104e8,REPORTED_IN,reported in this paper,mitra.pdf p.10 page_text chunk_895bf8c81d74ac37,1.0,mitra.pdf p.10 page_text chunk_895bf8c81d74ac37,,,
Variable:process_parameter_z,Chunk:chunk_895bf8c81d74ac37,EVIDENCED_BY:9b459ccd18d6f8b1,EVIDENCED_BY,supported by chunk,mitra.pdf p.10 page_text chunk_895bf8c81d74ac37,1.0,mitra.pdf p.10 page_text chunk_895bf8c81d74ac37,,,
Variable:process_parameter_z,Paper:mitra,REPORTED_IN:d8d7792aead3771d,REPORTED_IN,reported in this paper,mitra.pdf p.15 page_text chunk_07eaf63ef31d9e7c,1.0,mitra.pdf p.15 page_text chunk_07eaf63ef31d9e7c,,,
Variable:process_parameter_z,Chunk:chunk_07eaf63ef31d9e7c,EVIDENCED_BY:fa0b1d3158b1813a,EVIDENCED_BY,supported by chunk,mitra.pdf p.15 page_text chunk_07eaf63ef31d9e7c,1.0,mitra.pdf p.15 page_text chunk_07eaf63ef31d9e7c,,,
Variable:process_parameter_z,Variable:feed_rate,HAS_DESCRIPTOR:0ee94f1967fca6fb,HAS_DESCRIPTOR,"In the F series, the process parameter z corresponds to feed rate.",the process parameters z (the feedrate in the F series,0.88,mitra.pdf p.15 page_text chunk_07eaf63ef31d9e7c,chunk_07eaf63ef31d9e7c,15,mitra.pdf
Variable:process_parameter_z,Variable:binder_concentration,HAS_DESCRIPTOR:b95b693c9a97183e,HAS_DESCRIPTOR,"In the B series, the process parameter z corresponds to binder concentration.",and the binder concentration in the B series),0.88,mitra.pdf p.15 page_text chunk_07eaf63ef31d9e7c,chunk_07eaf63ef31d9e7c,15,mitra.pdf
Method:regression_g,Chunk:chunk_895bf8c81d74ac37,EVIDENCED_BY:960fb347d450b53b,EVIDENCED_BY,supported by chunk,mitra.pdf p.10 page_text chunk_895bf8c81d74ac37,1.0,mitra.pdf p.10 page_text chunk_895bf8c81d74ac37,,,
Method:regression_g,Paper:mitra,REPORTED_IN:31d2467522e720a7,REPORTED_IN,reported in this paper,mitra.pdf p.10 page_text chunk_895bf8c81d74ac37,1.0,mitra.pdf p.10 page_text chunk_895bf8c81d74ac37,,,
Method:regression_g,Variable:process_parameter_z,USES:6d4a73b86e845b99,USES,The regression function g uses the process parameter z as input to predict model parameters.,"a parametric regression function, g: R → Θ... maps the process parameter z ∈ R to a model parameter",0.9,mitra.pdf p.10 page_text chunk_895bf8c81d74ac37,chunk_895bf8c81d74ac37,10,mitra.pdf
Method:regression_g,Variable:theta,MEASURES:0d91011ff9ebce56,MEASURES,The regression function g outputs the model parameter θ for the desired probability density.,θ = g(z) ∈ Θ,0.85,mitra.pdf p.10 page_text chunk_895bf8c81d74ac37,chunk_895bf8c81d74ac37,10,mitra.pdf
Variable:theta,Chunk:chunk_895bf8c81d74ac37,EVIDENCED_BY:ffb22e69e642376c,EVIDENCED_BY,supported by chunk,mitra.pdf p.10 page_text chunk_895bf8c81d74ac37,1.0,mitra.pdf p.10 page_text chunk_895bf8c81d74ac37,,,
Variable:theta,Paper:mitra,REPORTED_IN:18d3d0893d4bffbd,REPORTED_IN,reported in this paper,mitra.pdf p.10 page_text chunk_895bf8c81d74ac37,1.0,mitra.pdf p.10 page_text chunk_895bf8c81d74ac37,,,
Variable:theta,Concept:prob_density_f,HAS_PROPERTY:1138053f3219a506,HAS_PROPERTY,θ is a parameter of the desired probability density f.,"a model parameter, θ = g(z) ∈ Θ, of the desired probability density, f",0.85,mitra.pdf p.10 page_text chunk_895bf8c81d74ac37,chunk_895bf8c81d74ac37,10,mitra.pdf
Method:linear_regression,Chunk:chunk_895bf8c81d74ac37,EVIDENCED_BY:b65ffad4d835a25f,EVIDENCED_BY,supported by chunk,mitra.pdf p.10 page_text chunk_895bf8c81d74ac37,1.0,mitra.pdf p.10 page_text chunk_895bf8c81d74ac37,,,
Method:linear_regression,Paper:mitra,REPORTED_IN:0ee24c524bef8532,REPORTED_IN,reported in this paper,mitra.pdf p.10 page_text chunk_895bf8c81d74ac37,1.0,mitra.pdf p.10 page_text chunk_895bf8c81d74ac37,,,
Method:linear_regression,Method:regression_g,PART_OF:7d1f4ac85c1f338d,PART_OF,"In the paper, g is taken to be a linear regression function.","In the present paper, a linear regression function, g, is considered",0.86,mitra.pdf p.10 page_text chunk_895bf8c81d74ac37,chunk_895bf8c81d74ac37,10,mitra.pdf
Method:linear_regression,Variable:a_param,USES:3509aabc64b5359a,USES,The linear regression function includes parameter a that must be fitted to data.,"where a,b ∈ Rm are parameters that have to be fitted to data",0.9,mitra.pdf p.10 page_text chunk_895bf8c81d74ac37,chunk_895bf8c81d74ac37,10,mitra.pdf
Method:linear_regression,Variable:b_param,USES:5612760c6c14d23e,USES,The linear regression function includes parameter b that must be fitted to data.,"where a,b ∈ Rm are parameters that have to be fitted to data",0.9,mitra.pdf p.10 page_text chunk_895bf8c81d74ac37,chunk_895bf8c81d74ac37,10,mitra.pdf
Equation:eq5_linear_g,Chunk:chunk_895bf8c81d74ac37,EVIDENCED_BY:7e0220051dcce9bd,EVIDENCED_BY,supported by chunk,mitra.pdf p.10 page_text chunk_895bf8c81d74ac37,1.0,mitra.pdf p.10 page_text chunk_895bf8c81d74ac37,,,
Equation:eq5_linear_g,Paper:mitra,REPORTED_IN:326dd0d6d0e1b834,REPORTED_IN,reported in this paper,mitra.pdf p.10 page_text chunk_895bf8c81d74ac37,1.0,mitra.pdf p.10 page_text chunk_895bf8c81d74ac37,,,
Equation:eq5_linear_g,Method:linear_regression,REPORTED_IN:27ea07e46282b6fd,REPORTED_IN,Equation (5) reports the linear form of the regression function g.,"given by g(z) = a·z+b, (5)",0.92,mitra.pdf p.10 page_text chunk_895bf8c81d74ac37,chunk_895bf8c81d74ac37,10,mitra.pdf
Variable:a_param,Chunk:chunk_895bf8c81d74ac37,EVIDENCED_BY:fb6701ae698eee89,EVIDENCED_BY,supported by chunk,mitra.pdf p.10 page_text chunk_895bf8c81d74ac37,1.0,mitra.pdf p.10 page_text chunk_895bf8c81d74ac37,,,
Variable:a_param,Paper:mitra,REPORTED_IN:aac550dca65684de,REPORTED_IN,reported in this paper,mitra.pdf p.10 page_text chunk_895bf8c81d74ac37,1.0,mitra.pdf p.10 page_text chunk_895bf8c81d74ac37,,,
Variable:b_param,Chunk:chunk_895bf8c81d74ac37,EVIDENCED_BY:65d93c17fca0504e,EVIDENCED_BY,supported by chunk,mitra.pdf p.10 page_text chunk_895bf8c81d74ac37,1.0,mitra.pdf p.10 page_text chunk_895bf8c81d74ac37,,,
Variable:b_param,Paper:mitra,REPORTED_IN:8607434a602422c9,REPORTED_IN,reported in this paper,mitra.pdf p.10 page_text chunk_895bf8c81d74ac37,1.0,mitra.pdf p.10 page_text chunk_895bf8c81d74ac37,,,
Method:mse_regression,Chunk:chunk_895bf8c81d74ac37,EVIDENCED_BY:0d179277c604dcd7,EVIDENCED_BY,supported by chunk,mitra.pdf p.10 page_text chunk_895bf8c81d74ac37,1.0,mitra.pdf p.10 page_text chunk_895bf8c81d74ac37,,,
Method:mse_regression,Paper:mitra,REPORTED_IN:bdba03c3808d1c27,REPORTED_IN,reported in this paper,mitra.pdf p.10 equation_candidate chunk_295840f7d0018374,1.0,mitra.pdf p.10 equation_candidate chunk_295840f7d0018374,,,
Method:mse_regression,Method:linear_regression,USES:0f59e22f19cecbd9,USES,Mean-squared-error-based regression is used to fit the linear regression parameters.,"optimal parameter values, a∗, b∗... are determined by means of a mean-squared error-based regression",0.9,mitra.pdf p.10 page_text chunk_895bf8c81d74ac37,chunk_895bf8c81d74ac37,10,mitra.pdf
Method:mse_regression,Chunk:chunk_295840f7d0018374,EVIDENCED_BY:cb8bf58d80c4dddc,EVIDENCED_BY,supported by chunk,mitra.pdf p.10 equation_candidate chunk_295840f7d0018374,1.0,mitra.pdf p.10 equation_candidate chunk_295840f7d0018374,,,
Method:mse_regression,Equation:eq6_argmin_mse,EVIDENCED_BY:6eb626ed1d4147ad,EVIDENCED_BY,The mean-squared error-based regression is expressed by Equation (6).,"determined by means of a mean-squared error- based regression ... i.e., ( a ∗ , b ∗ ) = argmin",0.85,mitra.pdf p.10 equation_candidate chunk_295840f7d0018374,chunk_295840f7d0018374,10,mitra.pdf
Method:mse_regression,Variable:param_a,USES:33c86308af4332a8,USES,The regression fits parameter a in R^m.,"where a , b ∈ R m are parameters that have to be fitted to data",0.85,mitra.pdf p.10 equation_candidate chunk_295840f7d0018374,chunk_295840f7d0018374,10,mitra.pdf
Method:mse_regression,Variable:param_b,USES:6ab0527404ca7ab8,USES,The regression fits parameter b in R^m.,"where a , b ∈ R m are parameters that have to be fitted to data",0.85,mitra.pdf p.10 equation_candidate chunk_295840f7d0018374,chunk_295840f7d0018374,10,mitra.pdf
Equation:eq6_mse,Chunk:chunk_895bf8c81d74ac37,EVIDENCED_BY:43903ce47fad1825,EVIDENCED_BY,supported by chunk,mitra.pdf p.10 page_text chunk_895bf8c81d74ac37,1.0,mitra.pdf p.10 page_text chunk_895bf8c81d74ac37,,,
Equation:eq6_mse,Paper:mitra,REPORTED_IN:272d0d89e61fd5e3,REPORTED_IN,reported in this paper,mitra.pdf p.10 page_text chunk_895bf8c81d74ac37,1.0,mitra.pdf p.10 page_text chunk_895bf8c81d74ac37,,,
Equation:eq6_mse,Method:mse_regression,REPORTED_IN:3796e5c948718392,REPORTED_IN,Equation (6) reports the objective minimized in the MSE-based regression for a and b.,"(a∗,b∗) = argmin ... ∑ (g(zi)−θi∗)2. (6)",0.92,mitra.pdf p.10 page_text chunk_895bf8c81d74ac37,chunk_895bf8c81d74ac37,10,mitra.pdf
Descriptor:droplet_size_distribution,Chunk:chunk_895bf8c81d74ac37,EVIDENCED_BY:37314857e3abc028,EVIDENCED_BY,supported by chunk,mitra.pdf p.10 page_text chunk_895bf8c81d74ac37,1.0,mitra.pdf p.10 page_text chunk_895bf8c81d74ac37,,,
Descriptor:droplet_size_distribution,Paper:mitra,REPORTED_IN:51c0e4cd9cfe5e56,REPORTED_IN,reported in this paper,mitra.pdf p.10 page_text chunk_895bf8c81d74ac37,1.0,mitra.pdf p.10 page_text chunk_895bf8c81d74ac37,,,
Descriptor:droplet_size_distribution,Concept:atomization_process,EVIDENCED_BY:10c0333e81082530,EVIDENCED_BY,Droplet size distributions are analyzed to understand the atomization process under different process parameters.,the size... distributions of the droplets... under different values of the concerned process parameters were analyzed,0.8,mitra.pdf p.10 page_text chunk_895bf8c81d74ac37,chunk_895bf8c81d74ac37,10,mitra.pdf
Descriptor:droplet_velocity_distribution,Chunk:chunk_895bf8c81d74ac37,EVIDENCED_BY:4f951dd5c06e13ad,EVIDENCED_BY,supported by chunk,mitra.pdf p.10 page_text chunk_895bf8c81d74ac37,1.0,mitra.pdf p.10 page_text chunk_895bf8c81d74ac37,,,
Descriptor:droplet_velocity_distribution,Paper:mitra,REPORTED_IN:72dde661e9b059a2,REPORTED_IN,reported in this paper,mitra.pdf p.10 page_text chunk_895bf8c81d74ac37,1.0,mitra.pdf p.10 page_text chunk_895bf8c81d74ac37,,,
Descriptor:droplet_velocity_distribution,Concept:atomization_process,EVIDENCED_BY:bfa06c4fa693b382,EVIDENCED_BY,Droplet velocity distributions are analyzed to understand the atomization process under different process parameters.,the size and velocity distributions of the droplets... under different values of the concerned process parameters were analyzed,0.8,mitra.pdf p.10 page_text chunk_895bf8c81d74ac37,chunk_895bf8c81d74ac37,10,mitra.pdf
Concept:atomization_process,Chunk:chunk_895bf8c81d74ac37,EVIDENCED_BY:67db6a49f23a2af1,EVIDENCED_BY,supported by chunk,mitra.pdf p.10 page_text chunk_895bf8c81d74ac37,1.0,mitra.pdf p.10 page_text chunk_895bf8c81d74ac37,,,
Concept:atomization_process,Paper:mitra,REPORTED_IN:79c7d734f601ec62,REPORTED_IN,reported in this paper,mitra.pdf p.10 page_text chunk_895bf8c81d74ac37,1.0,mitra.pdf p.10 page_text chunk_895bf8c81d74ac37,,,
Instrument:two_fluid_nozzle,Chunk:chunk_895bf8c81d74ac37,EVIDENCED_BY:26f416f6ddf96b1d,EVIDENCED_BY,supported by chunk,mitra.pdf p.10 page_text chunk_895bf8c81d74ac37,1.0,mitra.pdf p.10 page_text chunk_895bf8c81d74ac37,,,
Instrument:two_fluid_nozzle,Paper:mitra,REPORTED_IN:bdac5073048827f7,REPORTED_IN,reported in this paper,mitra.pdf p.10 page_text chunk_895bf8c81d74ac37,1.0,mitra.pdf p.10 page_text chunk_895bf8c81d74ac37,,,
Instrument:two_fluid_nozzle,Concept:atomization_process,PART_OF:c895935d96990bb5,PART_OF,Droplets are produced via the two-fluid nozzle as part of the atomization process studied.,droplets produced via the two-fluid nozzle,0.8,mitra.pdf p.10 page_text chunk_895bf8c81d74ac37,chunk_895bf8c81d74ac37,10,mitra.pdf
Instrument:hiwatch_s_ptv,Chunk:chunk_895bf8c81d74ac37,EVIDENCED_BY:fd3133b5c8e10a44,EVIDENCED_BY,supported by chunk,mitra.pdf p.10 page_text chunk_895bf8c81d74ac37,1.0,mitra.pdf p.10 page_text chunk_895bf8c81d74ac37,,,
Instrument:hiwatch_s_ptv,Paper:mitra,REPORTED_IN:6ab0085188e9d73c,REPORTED_IN,reported in this paper,mitra.pdf p.10 page_text chunk_895bf8c81d74ac37,1.0,mitra.pdf p.10 page_text chunk_895bf8c81d74ac37,,,
Instrument:hiwatch_s_ptv,Dataset:droplet_dataset_cases,USES:2246e0281b3a8899,USES,The HiWatchS-PTV system is used to obtain droplet data for selected representative experimental cases.,Using the HiWatchS-PTV system... droplet data for selected representative experimental cases were obtained,0.9,mitra.pdf p.10 page_text chunk_895bf8c81d74ac37,chunk_895bf8c81d74ac37,10,mitra.pdf
Dataset:droplet_dataset_cases,Chunk:chunk_895bf8c81d74ac37,EVIDENCED_BY:291a6035bcc833c2,EVIDENCED_BY,supported by chunk,mitra.pdf p.10 page_text chunk_895bf8c81d74ac37,1.0,mitra.pdf p.10 page_text chunk_895bf8c81d74ac37,,,
Dataset:droplet_dataset_cases,Paper:mitra,REPORTED_IN:12131fb98d8756a1,REPORTED_IN,reported in this paper,mitra.pdf p.10 page_text chunk_895bf8c81d74ac37,1.0,mitra.pdf p.10 page_text chunk_895bf8c81d74ac37,,,
Dataset:droplet_dataset_cases,Dataset:case_f1b1,PART_OF:06af75baa9cef288,PART_OF,F1B1 is one of the representative experimental cases in the droplet dataset.,a low feedrate with a low binder (F1B1),0.88,mitra.pdf p.10 page_text chunk_895bf8c81d74ac37,chunk_895bf8c81d74ac37,10,mitra.pdf
Dataset:droplet_dataset_cases,Dataset:case_f1b2,PART_OF:a9c4224a3339a545,PART_OF,F1B2 is one of the representative experimental cases in the droplet dataset.,a low feed rate with a high binder (F1B2),0.88,mitra.pdf p.10 page_text chunk_895bf8c81d74ac37,chunk_895bf8c81d74ac37,10,mitra.pdf
Dataset:droplet_dataset_cases,Dataset:case_f2b2,PART_OF:668495e513e60cbe,PART_OF,F2B2 is one of the representative experimental cases in the droplet dataset.,a high feedrate with a high binder (F2B2),0.88,mitra.pdf p.10 page_text chunk_895bf8c81d74ac37,chunk_895bf8c81d74ac37,10,mitra.pdf
Dataset:case_f1b1,Chunk:chunk_895bf8c81d74ac37,EVIDENCED_BY:9e7e7a7e4119478e,EVIDENCED_BY,supported by chunk,mitra.pdf p.10 page_text chunk_895bf8c81d74ac37,1.0,mitra.pdf p.10 page_text chunk_895bf8c81d74ac37,,,
Dataset:case_f1b1,Paper:mitra,REPORTED_IN:4eb072750daad720,REPORTED_IN,reported in this paper,mitra.pdf p.10 page_text chunk_895bf8c81d74ac37,1.0,mitra.pdf p.10 page_text chunk_895bf8c81d74ac37,,,
Dataset:case_f1b2,Chunk:chunk_895bf8c81d74ac37,EVIDENCED_BY:4c9704ffeb6fc7ad,EVIDENCED_BY,supported by chunk,mitra.pdf p.10 page_text chunk_895bf8c81d74ac37,1.0,mitra.pdf p.10 page_text chunk_895bf8c81d74ac37,,,
Dataset:case_f1b2,Paper:mitra,REPORTED_IN:9e439806095ef86c,REPORTED_IN,reported in this paper,mitra.pdf p.10 page_text chunk_895bf8c81d74ac37,1.0,mitra.pdf p.10 page_text chunk_895bf8c81d74ac37,,,
Dataset:case_f2b2,Chunk:chunk_895bf8c81d74ac37,EVIDENCED_BY:e48e8014068b560a,EVIDENCED_BY,supported by chunk,mitra.pdf p.10 page_text chunk_895bf8c81d74ac37,1.0,mitra.pdf p.10 page_text chunk_895bf8c81d74ac37,,,
Dataset:case_f2b2,Paper:mitra,REPORTED_IN:d2cc613e3783a72c,REPORTED_IN,reported in this paper,mitra.pdf p.10 page_text chunk_895bf8c81d74ac37,1.0,mitra.pdf p.10 page_text chunk_895bf8c81d74ac37,,,
Chunk:chunk_07eaf63ef31d9e7c,Paper:mitra,PART_OF:chunk_07eaf63ef31d9e7c,PART_OF,chunk belongs to paper,mitra.pdf p.15 page_text chunk_07eaf63ef31d9e7c,1.0,mitra.pdf p.15 page_text chunk_07eaf63ef31d9e7c,,,
Document:mitra_p15_chunk_07eaf63ef31d9e7c,Chunk:chunk_07eaf63ef31d9e7c,EVIDENCED_BY:0f0d6cc49c13033b,EVIDENCED_BY,supported by chunk,mitra.pdf p.15 page_text chunk_07eaf63ef31d9e7c,1.0,mitra.pdf p.15 page_text chunk_07eaf63ef31d9e7c,,,
Document:mitra_p15_chunk_07eaf63ef31d9e7c,Paper:mitra,REPORTED_IN:2b09479e26024767,REPORTED_IN,reported in this paper,mitra.pdf p.15 page_text chunk_07eaf63ef31d9e7c,1.0,mitra.pdf p.15 page_text chunk_07eaf63ef31d9e7c,,,
Document:mitra_p15_chunk_07eaf63ef31d9e7c,Method:regression_procedure_sec2_7,MENTIONS:a901001e63199ed8,MENTIONS,The document chunk mentions applying a regression procedure to predict descriptor distributions.,By applying the regression procedure described in Section 2.7,0.9,mitra.pdf p.15 page_text chunk_07eaf63ef31d9e7c,chunk_07eaf63ef31d9e7c,15,mitra.pdf
Method:regression_procedure_sec2_7,Chunk:chunk_07eaf63ef31d9e7c,EVIDENCED_BY:61b2f233df8cd1e4,EVIDENCED_BY,supported by chunk,mitra.pdf p.15 page_text chunk_07eaf63ef31d9e7c,1.0,mitra.pdf p.15 page_text chunk_07eaf63ef31d9e7c,,,
Method:regression_procedure_sec2_7,Paper:mitra,REPORTED_IN:386b91bcf2cc1abf,REPORTED_IN,reported in this paper,mitra.pdf p.15 page_text chunk_07eaf63ef31d9e7c,1.0,mitra.pdf p.15 page_text chunk_07eaf63ef31d9e7c,,,
Method:regression_procedure_sec2_7,Dataset:f_series,USES:f8ee7fe77a1c3661,USES,The regression procedure is applied to the F series.,By applying the regression procedure described in Section 2.7 to the F series,0.86,mitra.pdf p.15 page_text chunk_07eaf63ef31d9e7c,chunk_07eaf63ef31d9e7c,15,mitra.pdf
Method:regression_procedure_sec2_7,Dataset:b_series,USES:c60fd81afe5f8555,USES,The regression procedure is applied to the B series.,and B series,0.8,mitra.pdf p.15 page_text chunk_07eaf63ef31d9e7c,chunk_07eaf63ef31d9e7c,15,mitra.pdf
Method:regression_procedure_sec2_7,Limitation:unmeasured_process_parameters,APPLIES_TO:699020aec48fbad1,APPLIES_TO,The regression procedure is used to predict descriptor probability densities for process parameters without prior measurements.,"for process parameters can be predicted, for which no measurements have been conducted yet",0.83,mitra.pdf p.15 page_text chunk_07eaf63ef31d9e7c,chunk_07eaf63ef31d9e7c,15,mitra.pdf
Dataset:f_series,Chunk:chunk_07eaf63ef31d9e7c,EVIDENCED_BY:1008c5f0f39398e5,EVIDENCED_BY,supported by chunk,mitra.pdf p.15 page_text chunk_07eaf63ef31d9e7c,1.0,mitra.pdf p.15 page_text chunk_07eaf63ef31d9e7c,,,
Dataset:f_series,Paper:mitra,REPORTED_IN:c555c32bfb1831de,REPORTED_IN,reported in this paper,mitra.pdf p.15 page_text chunk_07eaf63ef31d9e7c,1.0,mitra.pdf p.15 page_text chunk_07eaf63ef31d9e7c,,,
Dataset:f_series,Variable:feed_rate,HAS_DESCRIPTOR:661cfd0c7838af2f,HAS_DESCRIPTOR,The F series is characterized by varying feed rate.,F series (varying feedrate),0.85,mitra.pdf p.15 page_text chunk_07eaf63ef31d9e7c,chunk_07eaf63ef31d9e7c,15,mitra.pdf
Dataset:b_series,Chunk:chunk_07eaf63ef31d9e7c,EVIDENCED_BY:d0fd79ea398fc7f9,EVIDENCED_BY,supported by chunk,mitra.pdf p.15 page_text chunk_07eaf63ef31d9e7c,1.0,mitra.pdf p.15 page_text chunk_07eaf63ef31d9e7c,,,
Dataset:b_series,Paper:mitra,REPORTED_IN:b00536ca692c5d5d,REPORTED_IN,reported in this paper,mitra.pdf p.15 page_text chunk_07eaf63ef31d9e7c,1.0,mitra.pdf p.15 page_text chunk_07eaf63ef31d9e7c,,,
Dataset:b_series,Variable:binder_concentration,HAS_DESCRIPTOR:dd857f25136cbf92,HAS_DESCRIPTOR,The B series is characterized by varying binder concentration.,B series (varying binder concentration),0.85,mitra.pdf p.15 page_text chunk_07eaf63ef31d9e7c,chunk_07eaf63ef31d9e7c,15,mitra.pdf
Variable:descriptor_d_fmax,Chunk:chunk_07eaf63ef31d9e7c,EVIDENCED_BY:5544a9b03e7f8ac0,EVIDENCED_BY,supported by chunk,mitra.pdf p.15 page_text chunk_07eaf63ef31d9e7c,1.0,mitra.pdf p.15 page_text chunk_07eaf63ef31d9e7c,,,
Variable:descriptor_d_fmax,Paper:mitra,REPORTED_IN:e44a419904e5f284,REPORTED_IN,reported in this paper,mitra.pdf p.15 page_text chunk_07eaf63ef31d9e7c,1.0,mitra.pdf p.15 page_text chunk_07eaf63ef31d9e7c,,,
Variable:descriptor_psi_a,Chunk:chunk_07eaf63ef31d9e7c,EVIDENCED_BY:740c44f8169511a8,EVIDENCED_BY,supported by chunk,mitra.pdf p.15 page_text chunk_07eaf63ef31d9e7c,1.0,mitra.pdf p.15 page_text chunk_07eaf63ef31d9e7c,,,
Variable:descriptor_psi_a,Paper:mitra,REPORTED_IN:c05cf907bff34e02,REPORTED_IN,reported in this paper,mitra.pdf p.15 page_text chunk_07eaf63ef31d9e7c,1.0,mitra.pdf p.15 page_text chunk_07eaf63ef31d9e7c,,,
Variable:model_parameters_theta,Chunk:chunk_07eaf63ef31d9e7c,EVIDENCED_BY:d57d9f8002878416,EVIDENCED_BY,supported by chunk,mitra.pdf p.15 page_text chunk_07eaf63ef31d9e7c,1.0,mitra.pdf p.15 page_text chunk_07eaf63ef31d9e7c,,,
